Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss,learning_rate
0.8939421772956848,0.540880560874939,0.652458131313324,1.1654995679855347,0.9164418578147888,0.8939610123634338,0.911253809928894,0.377775639295578,9.999999747378752e-05
0.925428569316864,0.8600809574127197,0.9009987115859985,0.42203158140182495,0.9289951324462891,0.9239056706428528,0.9257070422172546,0.2734217345714569,9.999999747378752e-05
0.9364546537399292,0.8809970021247864,0.9108003973960876,0.3335553705692291,0.9508838057518005,0.9171981811523438,0.9269484281539917,0.23509061336517334,9.999999747378752e-05
0.9407767057418823,0.8897165060043335,0.9163309335708618,0.2904846966266632,0.9522989392280579,0.9182115793228149,0.9279395937919617,0.21438263356685638,9.999999747378752e-05
0.9448826909065247,0.8951460719108582,0.921068549156189,0.2624109089374542,0.9703442454338074,0.9060181379318237,0.9298921227455139,0.19998885691165924,9.999999747378752e-05
0.9537554383277893,0.897616446018219,0.925378143787384,0.24022692441940308,0.9760231971740723,0.9079880714416504,0.9329943656921387,0.1869356781244278,9.999999747378752e-05
0.9605705142021179,0.9022660851478577,0.9288972616195679,0.2241045981645584,0.9762971997261047,0.9121086597442627,0.9458320140838623,0.1760559380054474,9.999999747378752e-05
0.9632657170295715,0.9055913686752319,0.9335202574729919,0.21252192556858063,0.9766928553581238,0.9124976992607117,0.9489119648933411,0.1704971343278885,9.999999747378752e-05
0.9659841060638428,0.9063093066215515,0.9385038614273071,0.20520411431789398,0.9762879014015198,0.9124555587768555,0.9497024416923523,0.1703883409500122,9.999999747378752e-05
0.9651294946670532,0.9089649319648743,0.9395017623901367,0.20019285380840302,0.9762745499610901,0.912745475769043,0.9489367604255676,0.16414161026477814,9.999999747378752e-05
0.962887704372406,0.9135972261428833,0.9408292770385742,0.19644320011138916,0.9534355998039246,0.9482924938201904,0.9490631222724915,0.16506436467170715,9.999999747378752e-05
0.9582459330558777,0.9230594635009766,0.942067563533783,0.19111773371696472,0.9527137279510498,0.9488847255706787,0.9494323134422302,0.1589832305908203,9.999999747378752e-05
0.9565754532814026,0.9262032508850098,0.9424107670783997,0.18767638504505157,0.9520366191864014,0.9490383267402649,0.9493183493614197,0.15758201479911804,9.999999747378752e-05
0.9566192626953125,0.9273318648338318,0.9427960515022278,0.18430373072624207,0.9518356323242188,0.9491870403289795,0.9494372606277466,0.15730145573616028,9.999999747378752e-05
0.9565512537956238,0.9291276931762695,0.9433560371398926,0.181510329246521,0.9515870213508606,0.949375331401825,0.9496380090713501,0.15489892661571503,9.999999747378752e-05
0.9576530456542969,0.9289746880531311,0.9436831474304199,0.17954660952091217,0.9521073698997498,0.9494273662567139,0.9500245451927185,0.14995995163917542,9.999999747378752e-05
0.958446741104126,0.9287424087524414,0.9438008069992065,0.17759563028812408,0.9504923820495605,0.9494372606277466,0.9496380090713501,0.15161821246147156,9.999999747378752e-05
0.9582817554473877,0.9303610324859619,0.9444971084594727,0.17570507526397705,0.9527557492256165,0.9496701955795288,0.9502847194671631,0.14766955375671387,9.999999747378752e-05
0.9581512212753296,0.9307358264923096,0.9444772601127625,0.174202099442482,0.9510474801063538,0.9497395753860474,0.9499105215072632,0.14806729555130005,9.999999747378752e-05
0.9579964280128479,0.9318749904632568,0.9450620412826538,0.1723649799823761,0.9525313973426819,0.9495834708213806,0.9502277374267578,0.14678245782852173,9.999999747378752e-05
0.9583772420883179,0.9318601489067078,0.94538414478302,0.17123231291770935,0.9530258774757385,0.95012366771698,0.9503664970397949,0.145896315574646,9.999999747378752e-05
0.9590636491775513,0.9324318766593933,0.9461566209793091,0.16950149834156036,0.9509589076042175,0.9500022530555725,0.9502103924751282,0.14749300479888916,9.999999747378752e-05
0.9591184258460999,0.9333133697509766,0.9467357993125916,0.168366938829422,0.9530063271522522,0.9500616788864136,0.9505126476287842,0.1439523696899414,9.999999747378752e-05
0.9590597748756409,0.9337042570114136,0.9469594359397888,0.16719508171081543,0.9530484676361084,0.9501509070396423,0.9504408240318298,0.14246134459972382,9.999999747378752e-05
0.9593023061752319,0.9342791438102722,0.9474166035652161,0.16616912186145782,0.9525452852249146,0.9500245451927185,0.9501509070396423,0.14413964748382568,9.999999747378752e-05
0.9591788053512573,0.9353204369544983,0.9478558301925659,0.16527868807315826,0.9528267979621887,0.9501706957817078,0.9503466486930847,0.14178600907325745,9.999999747378752e-05
0.9589686989784241,0.9355676174163818,0.9479109644889832,0.16462358832359314,0.9541056752204895,0.9505547881126404,0.9512560367584229,0.13880512118339539,9.999999747378752e-05
0.9591273665428162,0.9363468885421753,0.9485260844230652,0.16318488121032715,0.9562721252441406,0.9503862857818604,0.9520687460899353,0.1362052708864212,9.999999747378752e-05
0.9592797160148621,0.9365543723106384,0.9485979080200195,0.16192346811294556,0.9540930986404419,0.9504879117012024,0.9516698122024536,0.13884170353412628,9.999999747378752e-05
0.9592753052711487,0.9370766282081604,0.9488171935081482,0.16113096475601196,0.9549086093902588,0.9497197270393372,0.9517243504524231,0.13574835658073425,9.999999747378752e-05
0.9590989351272583,0.9372797608375549,0.9488159418106079,0.16052833199501038,0.9577702283859253,0.9505770802497864,0.9528765082359314,0.1344650387763977,9.999999747378752e-05
0.9593990445137024,0.9381365180015564,0.9492873549461365,0.1593203842639923,0.958654522895813,0.9552577137947083,0.9568361043930054,0.13221009075641632,9.999999747378752e-05
0.9593805074691772,0.9383631944656372,0.9492688179016113,0.15861521661281586,0.9585789442062378,0.9537264108657837,0.9563504457473755,0.1316496878862381,9.999999747378752e-05
0.9587244391441345,0.9395216107368469,0.9493858814239502,0.15770994126796722,0.9597200155258179,0.9554039239883423,0.9566254615783691,0.13087815046310425,9.999999747378752e-05
0.9584077596664429,0.9401819705963135,0.9494205713272095,0.15715989470481873,0.9608775973320007,0.9566205143928528,0.9577157497406006,0.130964457988739,9.999999747378752e-05
0.9586035013198853,0.9409612417221069,0.9498467445373535,0.15591025352478027,0.9601885080337524,0.9561224579811096,0.9572102427482605,0.12804822623729706,9.999999747378752e-05
0.9582070112228394,0.9419325590133667,0.9499291181564331,0.15495695173740387,0.9599212408065796,0.9558326005935669,0.9569600224494934,0.1312604695558548,9.999999747378752e-05
0.9583395719528198,0.9414970874786377,0.949970006942749,0.15467673540115356,0.9597246646881104,0.9559911489486694,0.9570764303207397,0.12873408198356628,9.999999747378752e-05
0.9579917788505554,0.9420520663261414,0.9501075148582458,0.1536981165409088,0.9599024057388306,0.9565511345863342,0.9574803113937378,0.12703612446784973,9.999999747378752e-05
0.958230197429657,0.9416674375534058,0.949914276599884,0.15396913886070251,0.9595144987106323,0.9566329121589661,0.957522451877594,0.12586675584316254,9.999999747378752e-05
0.9586175680160522,0.9414679408073425,0.9501757025718689,0.15282747149467468,0.9590567350387573,0.9566304683685303,0.9575323462486267,0.12672053277492523,9.999999747378752e-05
0.9580938220024109,0.9423494338989258,0.9502097368240356,0.15226680040359497,0.9587472081184387,0.9566329121589661,0.9573960900306702,0.12704376876354218,9.999999747378752e-05
0.9582059383392334,0.9419214129447937,0.9501788020133972,0.151744544506073,0.9595590829849243,0.9555575251579285,0.9569500684738159,0.12690237164497375,9.999999747378752e-05
0.9590029120445251,0.942425012588501,0.950748085975647,0.14979548752307892,0.9589208364486694,0.9563380479812622,0.9572300910949707,0.1242738887667656,4.999999873689376e-05
0.9587641358375549,0.942884624004364,0.9508434534072876,0.14953570067882538,0.9601063132286072,0.9532952904701233,0.9563331007957458,0.12467804551124573,4.999999873689376e-05
0.9589340090751648,0.942873477935791,0.9509103298187256,0.1493673026561737,0.9596317410469055,0.9556418061256409,0.957044243812561,0.123991958796978,4.999999873689376e-05
0.9590957164764404,0.9426641464233398,0.9508651494979858,0.1491658240556717,0.9598502516746521,0.9554336667060852,0.957133412361145,0.12389040738344193,4.999999873689376e-05
0.9587792754173279,0.9426121115684509,0.9507114887237549,0.14925286173820496,0.9595341682434082,0.955649197101593,0.9569624662399292,0.12378803640604019,4.999999873689376e-05
0.9591597318649292,0.9427496194839478,0.9509146809577942,0.14849348366260529,0.9594359993934631,0.9568732976913452,0.9577801823616028,0.12114439159631729,4.999999873689376e-05
0.959328830242157,0.9427743554115295,0.9510999321937561,0.14858049154281616,0.9591711759567261,0.9567493796348572,0.9576215744018555,0.12130936235189438,4.999999873689376e-05
0.9592298269271851,0.9427347183227539,0.9509952068328857,0.14825093746185303,0.9586330056190491,0.9558870792388916,0.9572102427482605,0.12256091088056564,4.999999873689376e-05
0.9592090845108032,0.9431089162826538,0.951196551322937,0.1479644626379013,0.9592146277427673,0.9564123749732971,0.9577429890632629,0.12107361108064651,4.999999873689376e-05
0.9604175686836243,0.9422856569290161,0.9512938261032104,0.14666549861431122,0.9593766927719116,0.9569971561431885,0.9578074216842651,0.12117202579975128,2.499999936844688e-05
0.9597132802009583,0.9429447054862976,0.9512894749641418,0.14697912335395813,0.9596995115280151,0.9571978449821472,0.9580675959587097,0.11942316591739655,2.499999936844688e-05
0.9596948027610779,0.9428920745849609,0.9513210654258728,0.1465906798839569,0.9600841999053955,0.9572746753692627,0.9582162499427795,0.11926469206809998,2.499999936844688e-05
0.9597352743148804,0.943318247795105,0.9513767957687378,0.14643073081970215,0.960294783115387,0.9574084877967834,0.9583203196525574,0.11944809556007385,2.499999936844688e-05
0.9600213170051575,0.9430326819419861,0.9515458941459656,0.14603126049041748,0.9597330689430237,0.9571433663368225,0.9580180048942566,0.1195879727602005,2.499999936844688e-05
0.95981365442276,0.9434012770652771,0.9514771699905396,0.14594461023807526,0.9601291418075562,0.95726478099823,0.9581369757652283,0.11874747276306152,2.499999936844688e-05
0.9604355692863464,0.9427316188812256,0.9515224099159241,0.145720437169075,0.9597089290618896,0.9572548270225525,0.9580750465393066,0.11975464224815369,2.499999936844688e-05
0.960243284702301,0.9423085451126099,0.9511748552322388,0.14622560143470764,0.9597066044807434,0.9570194482803345,0.957926332950592,0.11980590224266052,2.499999936844688e-05
0.9603110551834106,0.9430091381072998,0.9515242576599121,0.1456233114004135,0.9596123695373535,0.9569897055625916,0.9578693509101868,0.11957694590091705,2.499999936844688e-05
0.9601582884788513,0.9436187148094177,0.9515106081962585,0.14520931243896484,0.9603384137153625,0.9574258327484131,0.958359956741333,0.11793208867311478,1.249999968422344e-05
0.960124671459198,0.943640410900116,0.9515886902809143,0.14530129730701447,0.9602153301239014,0.9572127461433411,0.9581394195556641,0.11877546459436417,1.249999968422344e-05
0.960254967212677,0.943644106388092,0.9516444206237793,0.14509566128253937,0.9607304334640503,0.95737624168396,0.9583104252815247,0.11797217279672623,1.249999968422344e-05
0.9602708220481873,0.9434675574302673,0.9516152739524841,0.14503224194049835,0.9605638384819031,0.9573911428451538,0.9583277702331543,0.11821718513965607,1.249999968422344e-05
0.9608980417251587,0.9435939192771912,0.9518091678619385,0.14427688717842102,0.9606661796569824,0.957624077796936,0.9586151838302612,0.11781176179647446,6.24999984211172e-06
0.9606719017028809,0.9441960453987122,0.9519367814064026,0.14393147826194763,0.9608208537101746,0.9575496912002563,0.958528459072113,0.11772066354751587,6.24999984211172e-06
0.961098313331604,0.9434916973114014,0.9518438577651978,0.14447450637817383,0.960852324962616,0.9575596451759338,0.9586399793624878,0.11758528649806976,6.24999984211172e-06
0.9610100984573364,0.9432550668716431,0.9517503380775452,0.14470313489437103,0.960889458656311,0.9574704170227051,0.9583995938301086,0.11739722639322281,6.24999984211172e-06
0.9607529640197754,0.9437401294708252,0.9516908526420593,0.144528329372406,0.9608956575393677,0.9575076103210449,0.9584466814994812,0.11761458963155746,6.24999984211172e-06
0.9612119197845459,0.9431423544883728,0.9517813324928284,0.14432118833065033,0.9616278409957886,0.9577057957649231,0.9586944580078125,0.11735024303197861,6.24999984211172e-06
0.960900604724884,0.9435660243034363,0.9516716599464417,0.14414139091968536,0.9607840776443481,0.9575249552726746,0.9585160613059998,0.11751087009906769,6.24999984211172e-06
0.9609929323196411,0.9440740346908569,0.9519287347793579,0.14395089447498322,0.9609431028366089,0.9575596451759338,0.9586275815963745,0.11713271588087082,3.12499992105586e-06
0.9615881443023682,0.943107008934021,0.9518463611602783,0.14399492740631104,0.960896909236908,0.9575397968292236,0.9585210084915161,0.11697405576705933,3.12499992105586e-06
0.9616376757621765,0.9427743554115295,0.9517769813537598,0.14440017938613892,0.9609435796737671,0.9575100541114807,0.9584541320800781,0.117010198533535,3.12499992105586e-06
0.9612522125244141,0.9433331489562988,0.9517806768417358,0.14391674101352692,0.9609398245811462,0.9575373530387878,0.9585458040237427,0.11688648909330368,3.12499992105586e-06
0.9614463448524475,0.9430996179580688,0.9517230987548828,0.14385870099067688,0.9609516263008118,0.9575323462486267,0.9584739208221436,0.11719494313001633,3.12499992105586e-06
0.9615442156791687,0.9432724118232727,0.9518488645553589,0.14408761262893677,0.9609864354133606,0.957567036151886,0.9585111141204834,0.11687073111534119,1.56249996052793e-06
0.9611636996269226,0.944087028503418,0.9519039392471313,0.14364659786224365,0.9610010385513306,0.9575125575065613,0.9584962725639343,0.11689086258411407,1.56249996052793e-06
0.9613658785820007,0.9436930418014526,0.9517819285392761,0.14389100670814514,0.960940957069397,0.9575051069259644,0.9584516286849976,0.11689502000808716,1.56249996052793e-06
0.9608756899833679,0.9439457654953003,0.9517057538032532,0.14372387528419495,0.9609434008598328,0.957567036151886,0.9585210084915161,0.11702455580234528,1.56249996052793e-06
0.960940420627594,0.9443849921226501,0.9519460797309875,0.14365944266319275,0.9609543085098267,0.9575397968292236,0.9584640264511108,0.11684872210025787,7.81249980263965e-07
0.9611139297485352,0.9441916942596436,0.9518550038337708,0.14385825395584106,0.9609702229499817,0.9575200080871582,0.9584714770317078,0.11694693565368652,7.81249980263965e-07
0.9612199664115906,0.943976104259491,0.9518890976905823,0.14373283088207245,0.9609440565109253,0.957522451877594,0.9584764242172241,0.11684998869895935,7.81249980263965e-07
0.9610841870307922,0.9439309239387512,0.9517788290977478,0.14404763281345367,0.960951030254364,0.9575175046920776,0.9584689736366272,0.11688263714313507,3.906249901319825e-07
0.9610138535499573,0.944098174571991,0.9519095420837402,0.1437636762857437,0.9609512090682983,0.957522451877594,0.9584714770317078,0.11687172949314117,3.906249901319825e-07
0.961072564125061,0.9440659284591675,0.9518476128578186,0.1437641978263855,0.960946261882782,0.9575175046920776,0.9584714770317078,0.11686508357524872,3.906249901319825e-07
